Customer ID,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Dependents,Number of Dependents,Gender,Age,classify age ,Under 30,Senior Citizen,Married,Satisfaction Score,Customer Status,Churn Label,customer_status,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,City,Zip Code,Population
3703-VAVCL,Yes,1,2,None,Yes,$46.92 ,No,Yes,Fiber Optic,7,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,$90.00 ,$190.05 ,$0.00 ,0,$93.84 ,$283.89 ,No,0,Male,51,Middle-Aged Adults,No,No,Yes,2,Churned,Yes,churned,1,91,3902,Competitor,Competitor made better offer,Strawberry Valley,95981,101
3704-IEAXF,Yes,9,72,None,No,$0.00 ,No,Yes,DSL,53,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,$53.65 ,"$3,784.00 ",$0.00 ,0,$0.00 ,"$3,784.00 ",Yes,3,Female,49,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,47,5498,,,Los Angeles,90063,55668
3705-PSNGL,No,0,45,Offer B,Yes,$25.40 ,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,$20.40 ,$930.45 ,$0.00 ,0,"$1,143.00 ","$2,073.45 ",No,0,Male,49,Middle-Aged Adults,No,No,No,3,Churned,Yes,churned,1,87,5398,Price,Long distance charges,Cerritos,90703,51556
3705-RHRFR,Yes,6,69,None,Yes,$45.35 ,Yes,Yes,Fiber Optic,19,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,$99.15 ,"$6,875.35 ",$0.00 ,0,"$3,129.15 ","$10,004.50 ",No,0,Female,52,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,45,5031,,,Ukiah,95482,30988
3707-GNWHM,No,0,1,None,Yes,$21.80 ,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,$74.25 ,$74.25 ,$0.00 ,0,$21.80 ,$96.05 ,No,0,Male,28,Adolescents,Yes,No,No,1,Churned,Yes,churned,1,93,4750,Other,Don't know,Carmel Valley,93924,6691
3707-LRWZD,No,0,32,None,Yes,$40.26 ,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,$84.05 ,"$2,781.85 ",$0.00 ,0,"$1,288.32 ","$4,070.17 ",No,0,Female,44,Middle-Aged Adults,No,No,No,2,Churned,Yes,churned,1,68,3553,Other,Moved,Oakland,94611,36517
3709-OIJEA,No,0,26,None,Yes,$29.72 ,No,Yes,Fiber Optic,11,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,$85.20 ,"$2,184.60 ",$0.00 ,0,$772.72 ,"$2,957.32 ",No,0,Male,51,Middle-Aged Adults,No,No,No,5,Stayed,No,client,0,52,5156,,,Geyserville,95441,2349
3712-PKXZA,Yes,3,61,None,Yes,$19.27 ,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,$20.55 ,"$1,252.00 ",$0.00 ,0,"$1,175.47 ","$2,427.47 ",No,0,Male,22,Adolescents,Yes,No,Yes,4,Stayed,No,client,0,42,5110,,,Glendale,91201,23981
3714-JTVOV,Yes,1,42,Offer B,Yes,$2.90 ,No,Yes,Fiber Optic,21,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,$74.15 ,"$3,229.40 ",$0.00 ,0,$121.80 ,"$3,351.20 ",No,0,Female,76,senior,No,Yes,Yes,1,Churned,Yes,churned,1,94,2322,Attitude,Attitude of support person,Crows Landing,95313,1508
3714-NTNFO,No,0,49,Offer B,Yes,$27.20 ,Yes,Yes,Fiber Optic,24,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$84.50 ,"$3,906.70 ",$0.00 ,0,"$1,332.80 ","$5,239.50 ",No,0,Female,49,Middle-Aged Adults,No,No,No,5,Stayed,No,client,0,71,6434,,,Los Angeles,90048,21739
3714-XPXBW,No,0,37,None,Yes,$42.41 ,Yes,Yes,DSL,4,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,$78.90 ,"$2,976.95 ",$0.00 ,30,"$1,569.17 ","$4,576.12 ",No,0,Female,43,Middle-Aged Adults,No,No,No,4,Stayed,No,client,0,64,3801,,,Santa Cruz,95062,36631
3716-BDVDB,No,0,1,Offer E,Yes,$38.66 ,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$69.10 ,$69.10 ,$0.00 ,0,$38.66 ,$107.76 ,No,0,Male,62,Middle-Aged Adults,No,No,No,1,Churned,Yes,churned,1,82,5795,Competitor,Competitor made better offer,San Diego,92130,28201
3716-LRGXK,No,0,60,None,Yes,$10.05 ,Yes,Yes,Fiber Optic,48,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,$101.15 ,"$6,067.40 ",$0.00 ,0,$603.00 ,"$6,670.40 ",No,0,Male,27,Adolescents,Yes,No,Yes,3,Stayed,No,client,0,35,5301,,,San Jose,95136,36944
3716-UVSPD,No,0,1,None,Yes,$14.97 ,No,Yes,DSL,5,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,$49.30 ,$49.30 ,$0.00 ,10,$14.97 ,$74.27 ,No,0,Male,54,Middle-Aged Adults,No,No,No,3,Joined,No,client,0,45,4209,,,San Juan Capistrano,92675,34321
3717-FDJFU,No,0,5,Offer E,Yes,$29.15 ,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,$20.45 ,$106.90 ,$0.00 ,0,$145.75 ,$252.65 ,Yes,1,Male,19,Adolescents,Yes,No,No,3,Stayed,No,client,0,75,3353,,,Montgomery Creek,96065,431
3717-LNXKW,Yes,3,38,None,Yes,$12.71 ,Yes,Yes,Fiber Optic,9,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,$91.70 ,"$3,479.05 ",$0.00 ,0,$482.98 ,"$3,962.03 ",No,0,Male,36,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,36,3676,,,Glenn,95943,1454
3717-OEAUQ,No,0,2,Offer E,Yes,$2.72 ,No,Yes,Fiber Optic,14,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,$70.70 ,$129.20 ,$0.00 ,10,$5.44 ,$144.64 ,No,0,Male,37,Middle-Aged Adults,No,No,No,4,Joined,No,client,0,38,2388,,,Ione,95640,9752
3717-OFRTN,No,0,1,Offer E,Yes,$5.32 ,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,$19.75 ,$19.75 ,$0.00 ,0,$5.32 ,$25.07 ,No,0,Male,48,Middle-Aged Adults,No,No,No,5,Joined,No,client,0,43,3595,,,Dublin,94568,29636
3719-TDVQB,Yes,3,54,None,Yes,$23.94 ,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,$18.95 ,"$1,031.10 ",$0.00 ,0,"$1,292.76 ","$2,323.86 ",No,0,Female,68,senior,No,Yes,Yes,4,Stayed,No,client,0,28,5548,,,Ripon,95366,12646
3720-DBRWL,Yes,5,51,Offer B,Yes,$6.89 ,No,Yes,Cable,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,$83.85 ,"$4,307.10 ",$0.00 ,0,$351.39 ,"$4,658.49 ",No,0,Male,20,Adolescents,Yes,No,Yes,3,Stayed,No,client,0,53,5703,,,Tehama,96090,405
3721-CNEYS,No,0,2,None,Yes,$15.33 ,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$70.95 ,$137.95 ,$0.00 ,0,$30.66 ,$168.61 ,No,0,Female,45,Middle-Aged Adults,No,No,No,1,Churned,Yes,churned,1,94,5390,Dissatisfaction,Poor expertise of phone support,Douglas City,96024,960
3721-CNZHX,No,0,15,None,Yes,$5.54 ,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,$19.80 ,$304.60 ,$0.00 ,0,$83.10 ,$387.70 ,No,0,Male,49,Middle-Aged Adults,No,No,No,4,Stayed,No,client,0,28,5753,,,Berkeley,94704,21205
3721-WKIIL,No,0,27,None,Yes,$15.41 ,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,$19.60 ,$561.15 ,$13.07 ,0,$416.07 ,$964.15 ,No,0,Female,62,Middle-Aged Adults,No,No,No,5,Stayed,No,client,0,21,2896,,,Smartville,95977,963
3722-WPXTK,No,0,1,None,Yes,$14.26 ,No,Yes,Fiber Optic,46,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$88.35 ,$88.35 ,$0.00 ,0,$14.26 ,$102.61 ,No,0,Male,23,Adolescents,Yes,No,No,1,Churned,Yes,churned,1,72,4254,Competitor,Competitor offered higher download speeds,Benton,93512,340
3723-BFBGR,No,0,24,None,Yes,$8.66 ,Yes,Yes,Cable,27,No,Yes,No,No,No,No,No,No,Two Year,No,Credit Card,$54.80 ,"$1,291.30 ",$0.00 ,110,$207.84 ,"$1,609.14 ",No,0,Male,74,senior,No,Yes,No,5,Stayed,No,client,0,25,4330,,,Borrego Springs,92004,2863
3724-BSCVH,No,0,10,Offer D,Yes,$37.59 ,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,$20.45 ,$242.40 ,$0.00 ,0,$375.90 ,$618.30 ,Yes,1,Male,37,Middle-Aged Adults,No,No,Yes,4,Stayed,No,client,0,54,4613,,,Mecca,92254,8768
3724-UCSHY,Yes,5,6,Offer E,Yes,$36.54 ,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,$19.55 ,$122.90 ,$0.00 ,0,$219.24 ,$342.14 ,Yes,3,Male,48,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,25,3072,,,Reedley,93654,25923
3726-TBHQT,No,0,71,None,Yes,$25.45 ,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,$114.00 ,"$8,175.90 ",$0.00 ,0,"$1,806.95 ","$9,982.85 ",Yes,1,Male,25,Adolescents,Yes,No,Yes,4,Stayed,No,client,0,23,5600,,,Catheys Valley,95306,986
3727-JEZTU,No,0,1,None,Yes,$45.91 ,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,$20.40 ,$20.40 ,$0.00 ,0,$45.91 ,$66.31 ,No,0,Female,29,Adolescents,Yes,No,No,5,Joined,No,client,0,21,2152,,,Bakersfield,93312,40836
3727-OVPRY,Yes,3,66,Offer A,Yes,$42.84 ,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,$25.70 ,"$1,714.55 ",$0.00 ,0,"$2,827.44 ","$4,541.99 ",Yes,3,Male,32,Middle-Aged Adults,No,No,Yes,4,Stayed,No,client,0,43,5517,,,Calabasas,91302,23661
3727-OWVYD,No,0,35,None,Yes,$38.38 ,No,Yes,DSL,82,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,$61.20 ,"$2,021.20 ",$0.00 ,0,"$1,343.30 ","$3,364.50 ",No,0,Male,24,Adolescents,Yes,No,No,3,Stayed,No,client,0,70,2075,,,Campo,91906,3133
3727-RJMEO,Yes,3,6,None,Yes,$8.59 ,Yes,Yes,Fiber Optic,28,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$82.85 ,$460.25 ,$48.95 ,0,$51.54 ,$462.84 ,No,0,Male,34,Middle-Aged Adults,No,No,Yes,1,Churned,Yes,churned,1,78,4458,Competitor,Competitor had better devices,Rohnert Park,94928,42544
3729-OWRVL,No,0,65,None,Yes,$44.23 ,Yes,Yes,Fiber Optic,27,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,$110.35 ,"$7,246.15 ",$0.00 ,0,"$2,874.95 ","$10,121.10 ",No,0,Male,80,senior,No,Yes,No,3,Stayed,No,client,0,79,4295,,,Pixley,93256,4198
3733-LSYCE,Yes,6,15,None,Yes,$30.09 ,No,Yes,Fiber Optic,71,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,$75.35 ,"$1,114.55 ",$0.00 ,0,$451.35 ,"$1,565.90 ",No,0,Female,22,Adolescents,Yes,No,Yes,5,Stayed,No,client,0,67,4891,,,Samoa,95564,395
3733-UOCWF,Yes,5,61,Offer B,Yes,$46.65 ,Yes,Yes,Fiber Optic,23,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,$85.55 ,"$5,251.75 ",$0.00 ,0,"$2,845.65 ","$8,097.40 ",No,0,Male,78,senior,No,Yes,Yes,4,Stayed,No,client,0,62,4845,,,Helendale,92342,4948
3733-ZEECP,Yes,3,22,None,Yes,$27.91 ,No,Yes,Cable,27,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$51.10 ,"$1,232.90 ",$0.00 ,0,$614.02 ,"$1,846.92 ",Yes,2,Male,29,Adolescents,Yes,No,Yes,5,Stayed,No,client,0,34,5329,,,Inglewood,90301,37527
3736-BLEPA,No,0,28,Offer C,Yes,$13.69 ,No,Yes,Fiber Optic,12,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,$91.25 ,"$2,483.65 ",$0.00 ,0,$383.32 ,"$2,866.97 ",No,0,Male,50,Middle-Aged Adults,No,No,No,5,Stayed,No,client,0,41,2886,,,Folsom,95630,51855
3737-GCSPV,Yes,5,11,None,Yes,$26.88 ,Yes,Yes,Fiber Optic,19,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,$96.20 ,"$1,222.05 ",$0.00 ,0,$295.68 ,"$1,517.73 ",No,0,Female,60,Middle-Aged Adults,No,No,Yes,1,Churned,Yes,churned,1,92,3101,Competitor,Competitor had better devices,Millbrae,94030,20350
3737-XBQDD,No,0,24,Offer C,Yes,$13.13 ,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,$84.85 ,"$2,048.80 ",$0.00 ,80,$315.12 ,"$2,443.92 ",No,0,Male,57,Middle-Aged Adults,No,No,No,4,Stayed,No,client,0,23,2941,,,Mount Laguna,91948,81
3739-YBWAB,Yes,7,36,Offer C,No,$0.00 ,No,Yes,Cable,23,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,$35.35 ,"$1,317.95 ",$0.00 ,0,$0.00 ,"$1,317.95 ",No,0,Male,37,Middle-Aged Adults,No,No,Yes,4,Stayed,No,client,0,60,3314,,,Paramount,90723,55306
3740-RLMVT,Yes,7,67,Offer A,Yes,$42.07 ,No,Yes,Cable,12,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,$60.95 ,"$4,119.40 ",$17.19 ,0,"$2,818.69 ","$6,920.90 ",No,0,Male,79,senior,No,Yes,Yes,3,Stayed,No,client,0,41,5792,,,Saint Helena,94574,9423
3744-ZBHON,No,0,3,None,Yes,$31.81 ,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,$20.20 ,$65.95 ,$0.00 ,0,$95.43 ,$161.38 ,No,0,Female,64,Middle-Aged Adults,No,No,No,5,Joined,No,client,0,24,4369,,,Highland,92346,48245
3744-ZRRDZ,No,0,21,Offer D,Yes,$12.76 ,Yes,Yes,Fiber Optic,48,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$82.35 ,"$1,852.85 ",$0.00 ,0,$267.96 ,"$2,120.81 ",No,0,Male,25,Adolescents,Yes,No,No,1,Churned,Yes,churned,1,90,2902,Dissatisfaction,Network reliability,Torrance,90501,40705
3745-HRPHI,No,0,66,None,No,$0.00 ,No,Yes,DSL,28,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,$54.65 ,"$3,632.00 ",$46.75 ,0,$0.00 ,"$3,585.25 ",Yes,3,Male,49,Middle-Aged Adults,No,No,Yes,5,Stayed,No,client,0,42,4051,,,Yuba City,95993,27786
3746-EUBYR,Yes,1,1,Offer E,Yes,$44.73 ,Yes,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$74.60 ,$74.60 ,$0.00 ,0,$44.73 ,$119.33 ,No,0,Male,63,Middle-Aged Adults,No,No,Yes,1,Churned,Yes,churned,1,75,5861,Competitor,Competitor made better offer,Fallbrook,92028,42239
3748-FVMZZ,No,0,4,None,No,$0.00 ,No,Yes,DSL,13,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$40.05 ,$162.45 ,$0.00 ,0,$0.00 ,$162.45 ,No,0,Male,33,Middle-Aged Adults,No,No,No,4,Stayed,No,client,0,57,2664,,,Oakland,94610,29964
3750-CKVKH,No,0,2,None,Yes,$11.75 ,No,Yes,Fiber Optic,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$67.75 ,$116.65 ,$0.00 ,0,$23.50 ,$140.15 ,No,0,Male,58,Middle-Aged Adults,No,No,No,2,Churned,Yes,churned,1,71,2299,Other,Don't know,Clearlake Oaks,95423,3684
3750-RNQKR,No,0,12,None,Yes,$18.12 ,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,$19.45 ,$246.25 ,$0.00 ,0,$217.44 ,$463.69 ,No,0,Female,38,Middle-Aged Adults,No,No,No,4,Stayed,No,client,0,33,4788,,,Alameda,94501,58555
3750-YHRYO,Yes,1,7,None,Yes,$21.09 ,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,$20.65 ,$150.00 ,$0.00 ,0,$147.63 ,$297.63 ,No,0,Male,64,Middle-Aged Adults,No,No,Yes,5,Stayed,No,client,0,27,2874,,,Glendora,91741,24973
3751-KTZEL,No,0,1,Offer E,No,$0.00 ,No,Yes,DSL,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,$35.05 ,$35.05 ,$0.00 ,0,$0.00 ,$35.05 ,No,0,Female,62,Middle-Aged Adults,No,No,No,1,Churned,Yes,churned,1,89,3706,Competitor,Competitor offered higher download speeds,Yorkville,95494,335
3752-CQSJI,Yes,1,13,Offer D,Yes,$16.40 ,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,$20.45 ,$254.50 ,$0.00 ,0,$213.20 ,$467.70 ,Yes,1,Female,59,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,25,5417,,,San Anselmo,94960,16849
3753-TSEMP,Yes,1,15,None,Yes,$12.27 ,No,Yes,Fiber Optic,76,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,$88.15 ,"$1,390.60 ",$0.00 ,0,$184.05 ,"$1,574.65 ",No,0,Female,21,Adolescents,Yes,No,Yes,1,Churned,Yes,churned,1,79,2524,Dissatisfaction,Product dissatisfaction,San Diego,92139,36351
3754-DXMRT,No,0,2,None,Yes,$43.66 ,No,Yes,DSL,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$44.15 ,$92.65 ,$0.00 ,0,$87.32 ,$179.97 ,No,0,Male,78,senior,No,Yes,No,2,Churned,Yes,churned,1,86,5655,Attitude,Attitude of support person,San Pablo,94806,55720
3755-JBMNH,Yes,1,16,None,Yes,$45.90 ,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$71.80 ,"$1,167.80 ",$0.00 ,0,$734.40 ,"$1,902.20 ",No,0,Male,78,senior,No,Yes,Yes,1,Churned,Yes,churned,1,86,3327,Competitor,Competitor offered more data,Huntington Beach,92648,42663
3756-VNWDH,Yes,6,65,None,Yes,$32.08 ,Yes,Yes,Fiber Optic,8,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,$100.75 ,"$6,674.65 ",$0.00 ,0,"$2,085.20 ","$8,759.85 ",No,0,Male,66,senior,No,Yes,Yes,3,Stayed,No,client,0,66,4368,,,Pasadena,91101,16812
3757-NJYBX,Yes,3,32,None,Yes,$7.92 ,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,$106.35 ,"$3,520.75 ",$0.00 ,0,$253.44 ,"$3,774.19 ",No,0,Male,77,senior,No,Yes,Yes,2,Churned,Yes,churned,1,65,4113,Other,Moved,Nipomo,93444,15405
3758-CKOQL,Yes,7,59,Offer B,Yes,$41.15 ,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,$107.00 ,"$6,152.30 ",$0.00 ,0,"$2,427.85 ","$8,580.15 ",No,0,Female,20,Adolescents,Yes,No,Yes,4,Stayed,No,client,0,51,4620,,,Valyermo,93563,413
3761-FLYZI,Yes,4,65,None,Yes,$48.53 ,Yes,Yes,Fiber Optic,9,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,$108.80 ,"$7,082.45 ",$21.52 ,0,"$3,154.45 ","$10,215.38 ",No,0,Female,69,senior,No,Yes,Yes,5,Stayed,No,client,0,64,5225,,,Los Angeles,90011,101215
3763-GCZHZ,Yes,1,66,Offer A,Yes,$20.07 ,Yes,Yes,Fiber Optic,85,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,$104.05 ,"$6,890.00 ",$0.00 ,0,"$1,324.62 ","$8,214.62 ",No,0,Male,23,Adolescents,Yes,No,Yes,2,Churned,Yes,churned,1,95,5504,Competitor,Competitor offered more data,Hathaway Pines,95233,335
3764-MNMOI,No,0,46,Offer B,Yes,$30.99 ,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,$19.20 ,$908.15 ,$0.00 ,0,"$1,425.54 ","$2,333.69 ",No,0,Male,49,Middle-Aged Adults,No,No,No,4,Stayed,No,client,0,54,2776,,,Boulevard,91905,1509
3765-JXVKY,No,0,1,Offer E,Yes,$44.11 ,No,Yes,Fiber Optic,69,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$74.70 ,$74.70 ,$0.00 ,0,$44.11 ,$118.81 ,No,0,Female,23,Adolescents,Yes,No,No,1,Churned,Yes,churned,1,75,4692,Competitor,Competitor offered more data,Paynes Creek,96075,433
3766-EJLFL,Yes,1,68,None,Yes,$18.42 ,Yes,Yes,Fiber Optic,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,$109.05 ,"$7,508.55 ",$0.00 ,0,"$1,252.56 ","$8,761.11 ",Yes,3,Female,55,Middle-Aged Adults,No,No,Yes,4,Stayed,No,client,0,80,6391,,,Mill Creek,96061,78
3768-NLUBH,Yes,1,57,Offer B,Yes,$42.10 ,Yes,Yes,Fiber Optic,3,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,$100.60 ,"$5,746.15 ",$0.00 ,0,"$2,399.70 ","$8,145.85 ",No,0,Male,73,senior,No,Yes,Yes,1,Churned,Yes,churned,1,74,5247,Dissatisfaction,Network reliability,Torrance,90503,41979
3768-VHXQO,Yes,9,67,Offer A,Yes,$3.28 ,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,$24.85 ,"$1,583.50 ",$0.00 ,0,$219.76 ,"$1,803.26 ",No,0,Male,19,Adolescents,Yes,No,Yes,4,Stayed,No,client,0,51,4833,,,Redondo Beach,90278,37322
3769-MHZNV,Yes,2,33,None,Yes,$24.27 ,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,$20.10 ,$670.35 ,$0.00 ,0,$800.91 ,"$1,471.26 ",Yes,3,Female,61,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,25,3700,,,Salyer,95563,660
3771-PZOBW,No,0,20,Offer D,Yes,$25.41 ,Yes,Yes,Fiber Optic,27,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,$90.70 ,"$1,781.35 ",$0.00 ,0,$508.20 ,"$2,289.55 ",No,0,Male,38,Middle-Aged Adults,No,No,No,4,Stayed,No,client,0,77,2927,,,Solvang,93463,7958
3774-VBNXY,Yes,1,64,None,Yes,$36.24 ,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,$20.20 ,"$1,277.75 ",$0.00 ,0,"$2,319.36 ","$3,597.11 ",No,0,Female,23,Adolescents,Yes,No,Yes,5,Stayed,No,client,0,51,4557,,,Hawaiian Gardens,90716,14852
3776-EKTKM,No,0,1,None,No,$0.00 ,No,Yes,Cable,26,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$36.45 ,$36.45 ,$0.00 ,0,$0.00 ,$36.45 ,No,0,Female,79,senior,No,Yes,No,3,Churned,Yes,churned,1,96,5303,Dissatisfaction,Service dissatisfaction,Burbank,91501,18112
3777-XROBG,Yes,4,58,None,Yes,$43.52 ,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,$19.55 ,"$1,079.65 ",$0.00 ,0,"$2,524.16 ","$3,603.81 ",Yes,2,Female,52,Middle-Aged Adults,No,No,Yes,4,Stayed,No,client,0,78,4125,,,Echo Lake,95721,69
3778-FOAQW,Yes,1,24,Offer C,Yes,$32.86 ,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,$20.15 ,$456.85 ,$0.00 ,0,$788.64 ,"$1,245.49 ",No,0,Female,33,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,39,3573,,,San Diego,92127,20046
3779-OSWCF,Yes,8,71,None,Yes,$12.12 ,Yes,Yes,Cable,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,$93.20 ,"$6,506.15 ",$0.00 ,0,$860.52 ,"$7,366.67 ",No,0,Female,38,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,69,4493,,,Dillon Beach,94929,330
3780-DDGSE,Yes,6,35,Offer C,Yes,$14.19 ,No,Yes,DSL,17,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,$76.05 ,"$2,747.20 ",$0.00 ,0,$496.65 ,"$3,243.85 ",Yes,1,Male,77,senior,No,Yes,Yes,5,Stayed,No,client,0,38,5479,,,Shoshone,92384,87
3780-YVMFA,Yes,1,8,None,Yes,$29.94 ,No,Yes,Cable,17,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$68.55 ,$564.35 ,$0.00 ,0,$239.52 ,$803.87 ,Yes,1,Female,33,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,58,3123,,,Long Beach,90803,31352
